Source,Target,Weight,Cluster_Source,Cluster_Target
ASEL,PVPL,1,Periphery,Hubs
ASEL,PVPR,1,Periphery,Hubs
ASEL,PVQL,2,Periphery,Hubs
ASEL,PVQR,2,Periphery,Hubs
ASEL,PVR,2,Periphery,Hubs
ASEL,PVT,1,Periphery,Hubs
ASEL,RID,2,Periphery,Hubs
ASEL,PVCL,2,Periphery,Hubs
ASEL,PVCR,2,Periphery,Hubs
ASEL,AVAL,1,Periphery,Hubs
ASEL,AVAR,1,Periphery,Hubs
ASEL,AVBL,1,Periphery,Hubs
ASEL,AVBR,1,Periphery,Hubs
ASEL,AVDL,3,Periphery,Hubs
ASEL,AVDR,3,Periphery,Hubs
ASEL,AVEL,1,Periphery,Hubs
ASEL,AVER,1,Periphery,Hubs
ASEL,SABD,1,Periphery,Sensory core
ASEL,SABVL,1,Periphery,Sensory core
ASEL,SABVR,1,Periphery,Sensory core
ASEL,RIML,1,Periphery,Sensory core
ASEL,RIMR,1,Periphery,Sensory core
ASEL,RMDDL,2,Periphery,Sensory core
ASEL,RMDDR,2,Periphery,Sensory core
ASEL,RMDL,1,Periphery,Sensory core
ASEL,RMDR,1,Periphery,Sensory core
ASEL,RMDVL,2,Periphery,Sensory core
ASEL,RMDVR,2,Periphery,Sensory core
ASEL,RMED,1,Periphery,Hubs
ASEL,RMEV,1,Periphery,Hubs
ASEL,RMFL,1,Periphery,Sensory core
ASEL,RMFR,1,Periphery,Sensory core
ASEL,RMHL,1,Periphery,Sensory core
ASEL,RMHR,1,Periphery,Sensory core
ASEL,SMDDL,2,Periphery,Hubs
ASEL,SMDDR,2,Periphery,Hubs
ASEL,SMDVL,2,Periphery,Hubs
ASEL,SMDVR,2,Periphery,Hubs
ASEL,DA01,3,Periphery,Hubs
ASEL,DA02,3,Periphery,Hubs
ASEL,DA03,3,Periphery,Hubs
ASEL,DA04,3,Periphery,Hubs
ASEL,DB01,2,Periphery,Hubs
ASEL,AS01,1,Periphery,Hubs
ASEL,AS02,1,Periphery,Hubs
ASEL,VA01,2,Periphery,Hubs
ASEL,VA02,2,Periphery,Hubs
ASEL,VA03,2,Periphery,Hubs
ASEL,VA04,2,Periphery,Hubs
ASEL,VB01,1,Periphery,Hubs
ASEL,VB02,1,Periphery,Hubs
ASEL,HSNL,2,Periphery,Hubs
ASEL,HSNR,2,Periphery,Hubs
ASEL,VC01,1,Periphery,Periphery
ASEL,VC02,1,Periphery,Periphery
ASER,ADFL,3,Periphery,Sensory core
ASER,ADFR,3,Periphery,Sensory core
ASER,ASGL,4,Periphery,Sensory core
ASER,ASGR,4,Periphery,Sensory core
ASER,ASJL,1,Periphery,Periphery
ASER,ASJR,1,Periphery,Periphery
ASER,ASKL,3,Periphery,Sensory core
ASER,ASKR,3,Periphery,Sensory core
ASER,AWAL,3,Periphery,Sensory core
ASER,AWAR,3,Periphery,Sensory core
ASER,ALML,2,Periphery,Sensory core
ASER,ALMR,2,Periphery,Sensory core
ASER,AVM,2,Periphery,Hubs
ASER,URXL,9,Periphery,Sensory core
ASER,URXR,9,Periphery,Sensory core
ASER,AQR,3,Periphery,Sensory core
ASER,SDQL,5,Periphery,Hubs
ASER,SDQR,5,Periphery,Hubs
ASER,URBL,5,Periphery,Sensory core
ASER,URBR,5,Periphery,Sensory core
ASER,DVA,5,Periphery,Hubs
ASER,AIAL,1,Periphery,Periphery
ASER,AIAR,1,Periphery,Periphery
ASER,AIBL,3,Periphery,Sensory core
ASER,AIBR,3,Periphery,Sensory core
ASER,AIYL,3,Periphery,Sensory core
ASER,AIYR,3,Periphery,Sensory core
ASER,AIZL,4,Periphery,Sensory core
ASER,AIZR,4,Periphery,Sensory core
ASER,ADAL,1,Periphery,Periphery
ASER,ADAR,1,Periphery,Periphery
ASER,AIML,6,Periphery,Sensory core
ASER,AIMR,6,Periphery,Sensory core
ASER,ALA,2,Periphery,Hubs
ASER,BDUL,3,Periphery,Hubs
ASER,BDUR,3,Periphery,Hubs
ASER,RIAL,2,Periphery,Sensory core
ASER,RIAR,2,Periphery,Sensory core
ASER,RIBL,2,Periphery,Sensory core
ASER,RIBR,2,Periphery,Sensory core
ASER,RICL,5,Periphery,Sensory core
ASER,RICR,5,Periphery,Sensory core
ASER,RIGL,4,Periphery,Sensory core
ASER,RIGR,4,Periphery,Sensory core
ASER,RIH,5,Periphery,Sensory core
ASER,RIR,3,Periphery,Sensory core
ASER,AVFL,5,Periphery,Hubs
ASER,AVFR,5,Periphery,Hubs
ASER,AVJL,1,Periphery,Periphery
ASER,AVJR,1,Periphery,Periphery
ASER,AVKL,2,Periphery,Hubs
ASER,AVKR,2,Periphery,Hubs
ASER,PVNL,3,Periphery,Hubs
ASER,PVNR,3,Periphery,Hubs
ASER,PVPL,2,Periphery,Hubs
ASER,PVPR,2,Periphery,Hubs
ASER,PVQL,4,Periphery,Hubs
ASER,PVQR,4,Periphery,Hubs
ASER,PVR,5,Periphery,Hubs
ASER,PVT,2,Periphery,Hubs
ASER,RID,5,Periphery,Hubs
ASER,PVCL,3,Periphery,Hubs
ASER,PVCR,3,Periphery,Hubs
ASER,AVAL,2,Periphery,Hubs
ASER,AVAR,2,Periphery,Hubs
ASER,AVBL,2,Periphery,Hubs
ASER,AVBR,2,Periphery,Hubs
ASER,AVDL,8,Periphery,Hubs
ASER,AVDR,8,Periphery,Hubs
ASER,AVEL,3,Periphery,Hubs
ASER,AVER,3,Periphery,Hubs
ASER,SABD,2,Periphery,Sensory core
ASER,SABVL,2,Periphery,Sensory core
ASER,SABVR,2,Periphery,Sensory core
ASER,RIML,2,Periphery,Sensory core
ASER,RIMR,2,Periphery,Sensory core
ASER,RMDDL,5,Periphery,Sensory core
ASER,RMDDR,5,Periphery,Sensory core
ASER,RMDL,3,Periphery,Sensory core
ASER,RMDR,3,Periphery,Sensory core
ASER,RMDVL,5,Periphery,Sensory core
ASER,RMDVR,5,Periphery,Sensory core
ASER,RMED,2,Periphery,Hubs
ASER,RMEV,2,Periphery,Hubs
ASER,RMFL,3,Periphery,Sensory core
ASER,RMFR,3,Periphery,Sensory core
ASER,RMHL,2,Periphery,Sensory core
ASER,RMHR,2,Periphery,Sensory core
ASER,SMDDL,5,Periphery,Hubs
ASER,SMDDR,5,Periphery,Hubs
ASER,SMDVL,5,Periphery,Hubs
ASER,SMDVR,5,Periphery,Hubs
ASER,DA01,6,Periphery,Hubs
ASER,DA02,6,Periphery,Hubs
ASER,DA03,6,Periphery,Hubs
ASER,DA04,6,Periphery,Hubs
ASER,DB01,5,Periphery,Hubs
ASER,AS01,2,Periphery,Hubs
ASER,AS02,2,Periphery,Hubs
ASER,VA01,3,Periphery,Hubs
ASER,VA02,3,Periphery,Hubs
ASER,VA03,3,Periphery,Hubs
ASER,VA04,3,Periphery,Hubs
ASER,VB01,2,Periphery,Hubs
ASER,VB02,2,Periphery,Hubs
ASER,HSNL,5,Periphery,Hubs
ASER,HSNR,5,Periphery,Hubs
ASER,VC01,1,Periphery,Periphery
ASER,VC02,1,Periphery,Periphery
ASGL,ADFL,2,Sensory core,Sensory core
ASGL,ADFR,2,Sensory core,Sensory core
ASGL,ADLL,4,Sensory core,Periphery
ASGL,ADLR,4,Sensory core,Periphery
ASGL,ASER,2,Sensory core,Periphery
ASGL,ASGL,4,Sensory core,Sensory core
ASGL,ASGR,4,Sensory core,Sensory core
ASGL,ASHL,2,Sensory core,Periphery
ASGL,ASHR,2,Sensory core,Periphery
ASGL,ASIL,1,Sensory core,Periphery
ASGL,ASIR,1,Sensory core,Periphery
ASGL,ASJL,1,Sensory core,Periphery
ASGL,ASJR,1,Sensory core,Periphery
ASGL,ASKL,3,Sensory core,Sensory core
ASGL,ASKR,3,Sensory core,Sensory core
ASGL,AWAL,2,Sensory core,Sensory core
ASGL,AWAR,2,Sensory core,Sensory core
ASGL,AWBL,1,Sensory core,Periphery
ASGL,AWBR,1,Sensory core,Periphery
ASGL,AWCL,2,Sensory core,Periphery
ASGL,AWCR,2,Sensory core,Periphery
ASGL,AFDL,1,Sensory core,Periphery
ASGL,AFDR,1,Sensory core,Periphery
ASGL,IL2L,1,Sensory core,Periphery
ASGL,IL2R,1,Sensory core,Periphery
ASGL,OLLL,1,Sensory core,Periphery
ASGL,OLLR,1,Sensory core,Periphery
ASGL,ALML,3,Sensory core,Sensory core
ASGL,ALMR,3,Sensory core,Sensory core
ASGL,AVM,3,Sensory core,Hubs
ASGL,ALNL,1,Sensory core,Periphery
ASGL,ALNR,1,Sensory core,Periphery
ASGL,FLPL,1,Sensory core,Periphery
ASGL,FLPR,1,Sensory core,Periphery
ASGL,BAGL,1,Sensory core,Periphery
ASGL,BAGR,1,Sensory core,Periphery
ASGL,URXL,6,Sensory core,Sensory core
ASGL,URXR,6,Sensory core,Sensory core
ASGL,AQR,1,Sensory core,Sensory core
ASGL,SDQL,6,Sensory core,Hubs
ASGL,SDQR,6,Sensory core,Hubs
ASGL,URBL,6,Sensory core,Sensory core
ASGL,URBR,6,Sensory core,Sensory core
ASGL,DVA,7,Sensory core,Hubs
ASGL,AUAL,1,Sensory core,Periphery
ASGL,AUAR,1,Sensory core,Periphery
ASGL,AIAL,1,Sensory core,Periphery
ASGL,AIAR,1,Sensory core,Periphery
ASGL,AIBL,1,Sensory core,Sensory core
ASGL,AIBR,1,Sensory core,Sensory core
ASGL,AIYL,2,Sensory core,Sensory core
ASGL,AIYR,2,Sensory core,Sensory core
ASGL,AIZL,3,Sensory core,Sensory core
ASGL,AIZR,3,Sensory core,Sensory core
ASGL,ADAL,1,Sensory core,Periphery
ASGL,ADAR,1,Sensory core,Periphery
ASGL,AIML,4,Sensory core,Sensory core
ASGL,AIMR,4,Sensory core,Sensory core
ASGL,ALA,4,Sensory core,Hubs
ASGL,BDUL,3,Sensory core,Hubs
ASGL,BDUR,3,Sensory core,Hubs
ASGL,RIAL,3,Sensory core,Sensory core
ASGL,RIAR,3,Sensory core,Sensory core
ASGL,RIBL,3,Sensory core,Sensory core
ASGL,RIBR,3,Sensory core,Sensory core
ASGL,RICL,5,Sensory core,Sensory core
ASGL,RICR,5,Sensory core,Sensory core
ASGL,RIGL,1,Sensory core,Sensory core
ASGL,RIGR,1,Sensory core,Sensory core
ASGL,RIH,5,Sensory core,Sensory core
ASGL,RIR,2,Sensory core,Sensory core
ASGL,RMGL,2,Sensory core,Periphery
ASGL,RMGR,2,Sensory core,Periphery
ASGL,AVFL,6,Sensory core,Hubs
ASGL,AVFR,6,Sensory core,Hubs
ASGL,AVG,1,Sensory core,Periphery
ASGL,AVHL,1,Sensory core,Periphery
ASGL,AVHR,1,Sensory core,Periphery
ASGL,AVKL,4,Sensory core,Hubs
ASGL,AVKR,4,Sensory core,Hubs
ASGL,AVL,1,Sensory core,Periphery
ASGL,PVNL,3,Sensory core,Hubs
ASGL,PVNR,3,Sensory core,Hubs
ASGL,PVPL,4,Sensory core,Hubs
ASGL,PVPR,4,Sensory core,Hubs
ASGL,PVQL,4,Sensory core,Hubs
ASGL,PVQR,4,Sensory core,Hubs
ASGL,PVR,6,Sensory core,Hubs
ASGL,PVT,6,Sensory core,Hubs
ASGL,RID,4,Sensory core,Hubs
ASGL,PVCL,3,Sensory core,Hubs
ASGL,PVCR,3,Sensory core,Hubs
ASGL,AVAL,4,Sensory core,Hubs
ASGL,AVAR,4,Sensory core,Hubs
ASGL,AVBL,4,Sensory core,Hubs
ASGL,AVBR,4,Sensory core,Hubs
ASGL,AVDL,5,Sensory core,Hubs
ASGL,AVDR,5,Sensory core,Hubs
ASGL,AVEL,2,Sensory core,Hubs
ASGL,AVER,2,Sensory core,Hubs
ASGL,SABD,3,Sensory core,Sensory core
ASGL,SABVL,3,Sensory core,Sensory core
ASGL,SABVR,3,Sensory core,Sensory core
ASGL,RIML,3,Sensory core,Sensory core
ASGL,RIMR,3,Sensory core,Sensory core
ASGL,SIADL,1,Sensory core,Periphery
ASGL,SIADR,1,Sensory core,Periphery
ASGL,SIAVL,1,Sensory core,Periphery
ASGL,SIAVR,1,Sensory core,Periphery
ASGL,RMDDL,4,Sensory core,Sensory core
ASGL,RMDDR,4,Sensory core,Sensory core
ASGL,RMDL,3,Sensory core,Sensory core
ASGL,RMDR,3,Sensory core,Sensory core
ASGL,RMDVL,4,Sensory core,Sensory core
ASGL,RMDVR,4,Sensory core,Sensory core
ASGL,RMED,3,Sensory core,Hubs
ASGL,RMEV,3,Sensory core,Hubs
ASGL,RMFL,3,Sensory core,Sensory core
ASGL,RMFR,3,Sensory core,Sensory core
ASGL,RMHL,4,Sensory core,Sensory core
ASGL,RMHR,4,Sensory core,Sensory core
ASGL,SMDDL,4,Sensory core,Hubs
ASGL,SMDDR,4,Sensory core,Hubs
ASGL,SMDVL,4,Sensory core,Hubs
ASGL,SMDVR,4,Sensory core,Hubs
ASGL,DA01,4,Sensory core,Hubs
ASGL,DA02,4,Sensory core,Hubs
ASGL,DA03,4,Sensory core,Hubs
ASGL,DA04,4,Sensory core,Hubs
ASGL,DB01,4,Sensory core,Hubs
ASGL,AS01,3,Sensory core,Hubs
ASGL,AS02,3,Sensory core,Hubs
ASGL,VA01,3,Sensory core,Hubs
ASGL,VA02,3,Sensory core,Hubs
ASGL,VA03,3,Sensory core,Hubs
ASGL,VA04,3,Sensory core,Hubs
ASGL,VB01,3,Sensory core,Hubs
ASGL,VB02,3,Sensory core,Hubs
ASGL,HSNL,6,Sensory core,Hubs
ASGL,HSNR,6,Sensory core,Hubs
ASGR,ADFL,2,Sensory core,Sensory core
ASGR,ADFR,2,Sensory core,Sensory core
ASGR,ADLL,4,Sensory core,Periphery
ASGR,ADLR,4,Sensory core,Periphery
ASGR,ASER,2,Sensory core,Periphery
ASGR,ASGL,4,Sensory core,Sensory core
ASGR,ASGR,4,Sensory core,Sensory core
ASGR,ASHL,2,Sensory core,Periphery
ASGR,ASHR,2,Sensory core,Periphery
ASGR,ASIL,1,Sensory core,Periphery
ASGR,ASIR,1,Sensory core,Periphery
ASGR,ASJL,1,Sensory core,Periphery
ASGR,ASJR,1,Sensory core,Periphery
ASGR,ASKL,3,Sensory core,Sensory core
ASGR,ASKR,3,Sensory core,Sensory core
ASGR,AWAL,2,Sensory core,Sensory core
ASGR,AWAR,2,Sensory core,Sensory core
ASGR,AWBL,1,Sensory core,Periphery
ASGR,AWBR,1,Sensory core,Periphery
ASGR,AWCL,2,Sensory core,Periphery
ASGR,AWCR,2,Sensory core,Periphery
ASGR,AFDL,1,Sensory core,Periphery
ASGR,AFDR,1,Sensory core,Periphery
ASGR,IL2L,1,Sensory core,Periphery
ASGR,IL2R,1,Sensory core,Periphery
ASGR,OLLL,1,Sensory core,Periphery
ASGR,OLLR,1,Sensory core,Periphery
ASGR,ALML,3,Sensory core,Sensory core
ASGR,ALMR,3,Sensory core,Sensory core
ASGR,AVM,3,Sensory core,Hubs
ASGR,ALNL,1,Sensory core,Periphery
ASGR,ALNR,1,Sensory core,Periphery
ASGR,FLPL,1,Sensory core,Periphery
ASGR,FLPR,1,Sensory core,Periphery
ASGR,BAGL,1,Sensory core,Periphery
ASGR,BAGR,1,Sensory core,Periphery
ASGR,URXL,6,Sensory core,Sensory core
ASGR,URXR,6,Sensory core,Sensory core
ASGR,AQR,1,Sensory core,Sensory core
ASGR,SDQL,6,Sensory core,Hubs
ASGR,SDQR,6,Sensory core,Hubs
ASGR,URBL,6,Sensory core,Sensory core
ASGR,URBR,6,Sensory core,Sensory core
ASGR,DVA,7,Sensory core,Hubs
ASGR,AUAL,1,Sensory core,Periphery
ASGR,AUAR,1,Sensory core,Periphery
ASGR,AIAL,1,Sensory core,Periphery
ASGR,AIAR,1,Sensory core,Periphery
ASGR,AIBL,1,Sensory core,Sensory core
ASGR,AIBR,1,Sensory core,Sensory core
ASGR,AIYL,2,Sensory core,Sensory core
ASGR,AIYR,2,Sensory core,Sensory core
ASGR,AIZL,3,Sensory core,Sensory core
ASGR,AIZR,3,Sensory core,Sensory core
ASGR,ADAL,1,Sensory core,Periphery
ASGR,ADAR,1,Sensory core,Periphery
ASGR,AIML,4,Sensory core,Sensory core
ASGR,AIMR,4,Sensory core,Sensory core
ASGR,ALA,4,Sensory core,Hubs
ASGR,BDUL,3,Sensory core,Hubs
ASGR,BDUR,3,Sensory core,Hubs
ASGR,RIAL,3,Sensory core,Sensory core
ASGR,RIAR,3,Sensory core,Sensory core
ASGR,RIBL,3,Sensory core,Sensory core
ASGR,RIBR,3,Sensory core,Sensory core
ASGR,RICL,5,Sensory core,Sensory core
ASGR,RICR,5,Sensory core,Sensory core
ASGR,RIGL,1,Sensory core,Sensory core
ASGR,RIGR,1,Sensory core,Sensory core
ASGR,RIH,5,Sensory core,Sensory core
ASGR,RIR,2,Sensory core,Sensory core
ASGR,RMGL,2,Sensory core,Periphery
ASGR,RMGR,2,Sensory core,Periphery
ASGR,AVFL,6,Sensory core,Hubs
ASGR,AVFR,6,Sensory core,Hubs
ASGR,AVG,1,Sensory core,Periphery
ASGR,AVHL,1,Sensory core,Periphery
ASGR,AVHR,1,Sensory core,Periphery
ASGR,AVKL,4,Sensory core,Hubs
ASGR,AVKR,4,Sensory core,Hubs
ASGR,AVL,1,Sensory core,Periphery
ASGR,PVNL,3,Sensory core,Hubs
ASGR,PVNR,3,Sensory core,Hubs
ASGR,PVPL,4,Sensory core,Hubs
ASGR,PVPR,4,Sensory core,Hubs
ASGR,PVQL,4,Sensory core,Hubs
ASGR,PVQR,4,Sensory core,Hubs
ASGR,PVR,6,Sensory core,Hubs
ASGR,PVT,6,Sensory core,Hubs
ASGR,RID,4,Sensory core,Hubs
ASGR,PVCL,3,Sensory core,Hubs
ASGR,PVCR,3,Sensory core,Hubs
ASGR,AVAL,4,Sensory core,Hubs
ASGR,AVAR,4,Sensory core,Hubs
ASGR,AVBL,4,Sensory core,Hubs
ASGR,AVBR,4,Sensory core,Hubs
ASGR,AVDL,5,Sensory core,Hubs
ASGR,AVDR,5,Sensory core,Hubs
ASGR,AVEL,2,Sensory core,Hubs
ASGR,AVER,2,Sensory core,Hubs
ASGR,SABD,3,Sensory core,Sensory core
ASGR,SABVL,3,Sensory core,Sensory core
ASGR,SABVR,3,Sensory core,Sensory core
ASGR,RIML,3,Sensory core,Sensory core
ASGR,RIMR,3,Sensory core,Sensory core
ASGR,SIADL,1,Sensory core,Periphery
ASGR,SIADR,1,Sensory core,Periphery
ASGR,SIAVL,1,Sensory core,Periphery
ASGR,SIAVR,1,Sensory core,Periphery
ASGR,RMDDL,4,Sensory core,Sensory core
ASGR,RMDDR,4,Sensory core,Sensory core
ASGR,RMDL,3,Sensory core,Sensory core
ASGR,RMDR,3,Sensory core,Sensory core
ASGR,RMDVL,4,Sensory core,Sensory core
ASGR,RMDVR,4,Sensory core,Sensory core
ASGR,RMED,3,Sensory core,Hubs
ASGR,RMEV,3,Sensory core,Hubs
ASGR,RMFL,3,Sensory core,Sensory core
ASGR,RMFR,3,Sensory core,Sensory core
ASGR,RMHL,4,Sensory core,Sensory core
ASGR,RMHR,4,Sensory core,Sensory core
ASGR,SMDDL,4,Sensory core,Hubs
ASGR,SMDDR,4,Sensory core,Hubs
ASGR,SMDVL,4,Sensory core,Hubs
ASGR,SMDVR,4,Sensory core,Hubs
ASGR,DA01,4,Sensory core,Hubs
ASGR,DA02,4,Sensory core,Hubs
ASGR,DA03,4,Sensory core,Hubs
ASGR,DA04,4,Sensory core,Hubs
ASGR,DB01,4,Sensory core,Hubs
ASGR,AS01,3,Sensory core,Hubs
ASGR,AS02,3,Sensory core,Hubs
ASGR,VA01,3,Sensory core,Hubs
ASGR,VA02,3,Sensory core,Hubs
ASGR,VA03,3,Sensory core,Hubs
ASGR,VA04,3,Sensory core,Hubs
ASGR,VB01,3,Sensory core,Hubs
ASGR,VB02,3,Sensory core,Hubs
ASGR,HSNL,6,Sensory core,Hubs
ASGR,HSNR,6,Sensory core,Hubs
ASHL,ADFL,3,Periphery,Sensory core
ASHL,ADFR,3,Periphery,Sensory core
ASHL,ASEL,1,Periphery,Periphery
ASHL,ASER,1,Periphery,Periphery
ASHL,ASGL,6,Periphery,Sensory core
ASHL,ASGR,6,Periphery,Sensory core
ASHL,ASHL,2,Periphery,Periphery
ASHL,ASHR,2,Periphery,Periphery
ASHL,ASIL,1,Periphery,Periphery
ASHL,ASIR,1,Periphery,Periphery
ASHL,ASJL,2,Periphery,Periphery
ASHL,ASJR,2,Periphery,Periphery
ASHL,ASKL,4,Periphery,Sensory core
ASHL,ASKR,4,Periphery,Sensory core
ASHL,AWBL,2,Periphery,Periphery
ASHL,AWBR,2,Periphery,Periphery
ASHL,AWCL,1,Periphery,Periphery
ASHL,AWCR,1,Periphery,Periphery
ASHL,IL2L,3,Periphery,Periphery
ASHL,IL2R,3,Periphery,Periphery
ASHL,ALML,4,Periphery,Sensory core
ASHL,ALMR,4,Periphery,Sensory core
ASHL,AVM,4,Periphery,Hubs
ASHL,BAGL,1,Periphery,Periphery
ASHL,BAGR,1,Periphery,Periphery
ASHL,URXL,7,Periphery,Sensory core
ASHL,URXR,7,Periphery,Sensory core
ASHL,AQR,4,Periphery,Sensory core
ASHL,SDQL,3,Periphery,Hubs
ASHL,SDQR,3,Periphery,Hubs
ASHL,URBL,7,Periphery,Sensory core
ASHL,URBR,7,Periphery,Sensory core
ASHL,DVA,3,Periphery,Hubs
ASHL,AUAL,2,Periphery,Periphery
ASHL,AUAR,2,Periphery,Periphery
ASHL,AIBL,3,Periphery,Sensory core
ASHL,AIBR,3,Periphery,Sensory core
ASHL,AIYL,3,Periphery,Sensory core
ASHL,AIYR,3,Periphery,Sensory core
ASHL,AIZL,4,Periphery,Sensory core
ASHL,AIZR,4,Periphery,Sensory core
ASHL,ADAL,2,Periphery,Periphery
ASHL,ADAR,2,Periphery,Periphery
ASHL,AIML,5,Periphery,Sensory core
ASHL,AIMR,5,Periphery,Sensory core
ASHL,AINL,2,Periphery,Periphery
ASHL,AINR,2,Periphery,Periphery
ASHL,ALA,3,Periphery,Hubs
ASHL,BDUL,5,Periphery,Hubs
ASHL,BDUR,5,Periphery,Hubs
ASHL,RIAL,5,Periphery,Sensory core
ASHL,RIAR,5,Periphery,Sensory core
ASHL,RIBL,3,Periphery,Sensory core
ASHL,RIBR,3,Periphery,Sensory core
ASHL,RICL,6,Periphery,Sensory core
ASHL,RICR,6,Periphery,Sensory core
ASHL,RIFL,1,Periphery,Periphery
ASHL,RIFR,1,Periphery,Periphery
ASHL,RIGL,5,Periphery,Sensory core
ASHL,RIGR,5,Periphery,Sensory core
ASHL,RIH,9,Periphery,Sensory core
ASHL,RIR,4,Periphery,Sensory core
ASHL,RIS,1,Periphery,Periphery
ASHL,RMGL,3,Periphery,Periphery
ASHL,RMGR,3,Periphery,Periphery
ASHL,AVFL,7,Periphery,Hubs
ASHL,AVFR,7,Periphery,Hubs
ASHL,AVHL,1,Periphery,Periphery
ASHL,AVHR,1,Periphery,Periphery
ASHL,AVJL,2,Periphery,Periphery
ASHL,AVJR,2,Periphery,Periphery
ASHL,AVKL,3,Periphery,Hubs
ASHL,AVKR,3,Periphery,Hubs
ASHL,PVPL,4,Periphery,Hubs
ASHL,PVPR,4,Periphery,Hubs
ASHL,PVQL,4,Periphery,Hubs
ASHL,PVQR,4,Periphery,Hubs
ASHL,PVR,7,Periphery,Hubs
ASHL,PVT,4,Periphery,Hubs
ASHL,RID,7,Periphery,Hubs
ASHL,PVCL,5,Periphery,Hubs
ASHL,PVCR,5,Periphery,Hubs
ASHL,AVAL,3,Periphery,Hubs
ASHL,AVAR,3,Periphery,Hubs
ASHL,AVBL,3,Periphery,Hubs
ASHL,AVBR,3,Periphery,Hubs
ASHL,AVDL,9,Periphery,Hubs
ASHL,AVDR,9,Periphery,Hubs
ASHL,AVEL,3,Periphery,Hubs
ASHL,AVER,3,Periphery,Hubs
ASHL,SABD,5,Periphery,Sensory core
ASHL,SABVL,5,Periphery,Sensory core
ASHL,SABVR,5,Periphery,Sensory core
ASHL,RIML,3,Periphery,Sensory core
ASHL,RIMR,3,Periphery,Sensory core
ASHL,SIADL,1,Periphery,Periphery
ASHL,SIADR,1,Periphery,Periphery
ASHL,SIAVL,1,Periphery,Periphery
ASHL,SIAVR,1,Periphery,Periphery
ASHL,RMDDL,6,Periphery,Sensory core
ASHL,RMDDR,6,Periphery,Sensory core
ASHL,RMDL,3,Periphery,Sensory core
ASHL,RMDR,3,Periphery,Sensory core
ASHL,RMDVL,6,Periphery,Sensory core
ASHL,RMDVR,6,Periphery,Sensory core
ASHL,RMED,3,Periphery,Hubs
ASHL,RMEV,3,Periphery,Hubs
ASHL,RMFL,1,Periphery,Sensory core
ASHL,RMFR,1,Periphery,Sensory core
ASHL,RMHL,3,Periphery,Sensory core
ASHL,RMHR,3,Periphery,Sensory core
ASHL,SMDDL,6,Periphery,Hubs
ASHL,SMDDR,6,Periphery,Hubs
ASHL,SMDVL,6,Periphery,Hubs
ASHL,SMDVR,6,Periphery,Hubs
ASHL,URADL,1,Periphery,Periphery
ASHL,URADR,1,Periphery,Periphery
ASHL,URAVL,1,Periphery,Periphery
ASHL,URAVR,1,Periphery,Periphery
ASHL,DA01,7,Periphery,Hubs
ASHL,DA02,7,Periphery,Hubs
ASHL,DA03,7,Periphery,Hubs
ASHL,DA04,7,Periphery,Hubs
ASHL,DB01,8,Periphery,Hubs
ASHL,AS01,4,Periphery,Hubs
ASHL,AS02,4,Periphery,Hubs
ASHL,VA01,4,Periphery,Hubs
ASHL,VA02,4,Periphery,Hubs
ASHL,VA03,4,Periphery,Hubs
ASHL,VA04,4,Periphery,Hubs
ASHL,VB01,4,Periphery,Hubs
ASHL,VB02,4,Periphery,Hubs
ASHL,HSNL,5,Periphery,Hubs
ASHL,HSNR,5,Periphery,Hubs
ASHL,VC01,1,Periphery,Periphery
ASHL,VC02,1,Periphery,Periphery
ASHR,ADFL,3,Periphery,Sensory core
ASHR,ADFR,3,Periphery,Sensory core
ASHR,ASEL,1,Periphery,Periphery
ASHR,ASER,1,Periphery,Periphery
ASHR,ASGL,6,Periphery,Sensory core
ASHR,ASGR,6,Periphery,Sensory core
ASHR,ASHL,2,Periphery,Periphery
ASHR,ASHR,2,Periphery,Periphery
ASHR,ASIL,1,Periphery,Periphery
ASHR,ASIR,1,Periphery,Periphery
ASHR,ASJL,2,Periphery,Periphery
ASHR,ASJR,2,Periphery,Periphery
ASHR,ASKL,4,Periphery,Sensory core
ASHR,ASKR,4,Periphery,Sensory core
ASHR,AWBL,2,Periphery,Periphery
ASHR,AWBR,2,Periphery,Periphery
ASHR,AWCL,1,Periphery,Periphery
ASHR,AWCR,1,Periphery,Periphery
ASHR,IL2L,3,Periphery,Periphery
ASHR,IL2R,3,Periphery,Periphery
ASHR,ALML,4,Periphery,Sensory core
ASHR,ALMR,4,Periphery,Sensory core
ASHR,AVM,4,Periphery,Hubs
ASHR,BAGL,1,Periphery,Periphery
ASHR,BAGR,1,Periphery,Periphery
ASHR,URXL,7,Periphery,Sensory core
ASHR,URXR,7,Periphery,Sensory core
ASHR,AQR,4,Periphery,Sensory core
ASHR,SDQL,3,Periphery,Hubs
ASHR,SDQR,3,Periphery,Hubs
ASHR,URBL,7,Periphery,Sensory core
ASHR,URBR,7,Periphery,Sensory core
ASHR,DVA,3,Periphery,Hubs
ASHR,AUAL,2,Periphery,Periphery
ASHR,AUAR,2,Periphery,Periphery
ASHR,AIBL,3,Periphery,Sensory core
ASHR,AIBR,3,Periphery,Sensory core
ASHR,AIYL,3,Periphery,Sensory core
ASHR,AIYR,3,Periphery,Sensory core
ASHR,AIZL,4,Periphery,Sensory core
ASHR,AIZR,4,Periphery,Sensory core
ASHR,ADAL,2,Periphery,Periphery
ASHR,ADAR,2,Periphery,Periphery
